tag	category	total	roms	images
Marina Disc	NeedsReview	1	0	1
Mario Builder 64 Patch by Arthurtilly and Rovertronic - NA	HackOrPatchCredit	1	1	0
Master System Evolution	Platform	1	0	1
Mastermind - EU	NeedsReview	1	1	0
Mastermind, Fruit Machine, and Santa! The Adventure - EU	NeedsReview	1	1	0
Mattack - EU	NeedsReview	1	1	0
Maze, The Witching Hour, Invaders, Pontoon, and Higher or Lower - EU	NeedsReview	1	1	0
Mega 6	NeedsReview	1	0	1
Mega Drive Mini	Platform	1	0	1
Mega Drive PlayTV	NeedsReview	1	0	1
Mega Power	NeedsReview	1	0	1
Mega Sega	NeedsReview	1	0	1
Megastyle - 2019	NeedsReview	1	1	0
Megastyle - 2020	NeedsReview	1	1	0
Megastyle - 2021	NeedsReview	1	1	0
Megastyle 2019	NeedsReview	1	1	0
Melbourne House	NeedsReview	1	1	0
Memory Bank Disc	NeedsReview	1	0	1
Metal Slug 3 boot	NeedsReview	1	1	0
Meteor Mania, Jetpac, Omahf, Haunted House, and Universe Sim - EU	NeedsReview	1	1	0
Method	NeedsReview	1	0	1
Mexico	Region	1	0	1
Microprose Soccer, Rick Dangerous & Stunt Car Racer	NeedsReview	1	1	0
Minadzuki - Kotobuki - Sakura	NeedsReview	1	0	1
Mindscape	NeedsReview	1	0	1
Mine, Reversal, Hide 'n' Seek, and React - EU	NeedsReview	1	1	0
Minesweeper - EU	NeedsReview	1	1	0
MiniGame Compo 2004	NeedsReview	1	1	0
Mirrorsoft	NeedsReview	1	1	0
Mission 1 - Mine Menace	NeedsReview	1	1	0
Mission 2 - Sub Crash	NeedsReview	1	1	0
Mission 3 - The Bank Job	NeedsReview	1	1	0
Mission 4 - Countdown to Terror	NeedsReview	1	1	0
Mission Briefing	NeedsReview	1	0	1
Mix 'n Match, Colour Clash, and Patience - EU	NeedsReview	1	1	0
Mix 'n' Match, Tiler, and The Quest for the Green Frog - EU	NeedsReview	1	1	0
Mix256 - 2011	NeedsReview	1	1	0
Moai-ui Bomul - KR	NeedsReview	1	1	0
Mod	NeedsReview	1	1	0
Momo Disc	NeedsReview	1	0	1
Mondo21 Version	NeedsReview	1	1	0
Mono	NeedsReview	1	1	0
Monster Game	NeedsReview	1	0	1
Moonlander and Othello - EU	NeedsReview	1	1	0
Mouse Controller Set	NeedsReview	1	0	1
Mr. NOP - 2016	NeedsReview	1	1	0
Mr. NOP - 2017	NeedsReview	1	1	0
Mr. Pac and Bumpy - EU	NeedsReview	1	1	0
Mr. Pilot and Pegs - EU	NeedsReview	1	1	0
Mr. SID - 2014	NeedsReview	1	1	0
Multicart Rip	NeedsReview	1	0	1
Mummy	NeedsReview	1	1	0
Mune Kyun	NeedsReview	1	0	1
Museum	NeedsReview	1	0	1
Mushies!, Fade, and Fine Line - EU	NeedsReview	1	1	0
Music	NeedsReview	1	0	1
Music v1	NeedsReview	1	1	0
Music v2	NeedsReview	1	1	0
Myth Struggle	NeedsReview	1	1	0
N-32	NeedsReview	1	1	0
NA - 2.1 Improvements Patch by Lupus Erectus	HackOrPatchCredit	1	1	0
NA - Additional Features and Improvements Patch by Manoel Messias, Rev PB4 - Plus Version	HackOrPatchCredit	1	1	0
NA - All Characters Unlocked Patch by Golden Leon	HackOrPatchCredit	1	1	0
NA - Annoyance Removals Patch by Trisma, Rev 1.1	HackOrPatchCredit	1	1	0
NA - Audio Improvements Patch by Riggles, Rev 2	HackOrPatchCredit	1	1	0
NA - Bugfix Patch by John Osborne, Rev 5	HackOrPatchCredit	1	1	0
NA - Bugfixes by SCD, Rev Final	NeedsReview	1	1	0
NA - Bugfixes by Upsilandre	NeedsReview	1	1	0
NA - Camera Fix Patch by Cyneprepou4uk, Rev 001	HackOrPatchCredit	1	1	0
NA - Centipede Color Fix by 125scratch	NeedsReview	1	1	0
NA - Color Fixes by Dex909, Rev 1.1	NeedsReview	1	1	0
NA - Color Fixes by Mister Man, Rev 1.1	NeedsReview	1	1	0
NA - Combined Disc Patch by Silent	HackOrPatchCredit	1	1	0
NA - Complete Edition Patch by Hypercycle, Rev 3a	HackOrPatchCredit	1	1	0
NA - Content Restoration Patch by SCD, Rev Final - Victory Drink Plus! Version	HackOrPatchCredit	1	1	0
NA - Content Restoration Patch by SCD, Rev Final With FastROM Hack by Kandowontu	HackOrPatchCredit	1	1	0
NA - Content Restoration and Bugfixes by Artemis, Rev 7 - Frue Lufia Version	NeedsReview	1	1	0
NA - Content Restoration and Color Fix Patch by RealGaea, Rev 1.2 - Arcade Edition Version	HackOrPatchCredit	1	1	0
NA - Disc 0	Disc+Region	1	1	0
NA - Disc 1 - Arcade Disc	Disc+Region+Platform	1	1	0
NA - Disc 1 - Font Hack Patch by GreenGoblin	HackOrPatchCredit	1	1	0
NA - Disc 1 - Perfect Works Build, Rev 0.10.1 With All Patches, 1.5x EXP, Story Mode, and Script Changes	NeedsReview	1	1	0
NA - Disc 1 - Retranslation Patch by VoidWaveCEO, Rev 1.1 With Undub Patch and Bugfixes by Swosho, Rev 1.1	TranslationCredit	1	1	0
NA - Disc 1 - Shockwave - Invasion Earth	NeedsReview	1	1	0
NA - Disc 1 - True Analogs Patch by VanLaser, Rev 1.52	HackOrPatchCredit	1	1	0
NA - Disc 1 - True Analogs Patch by VanLaser, Rev 1.52 With Undub Patch by Swosho, Rev 1.1b	HackOrPatchCredit	1	1	0
NA - Disc 1 - Undub Patch	HackOrPatchCredit	1	1	0
NA - Disc 1 - Undub Patch by Etsuna, Rev 2	HackOrPatchCredit	1	1	0
NA - Disc 1 - Undub Patch by Mugi	HackOrPatchCredit	1	1	0
NA - Disc 1 - Undub Patch by NKS	HackOrPatchCredit	1	1	0
NA - Disc 1 - Undub Patch by RyleFury, Rev 1.01	HackOrPatchCredit	1	1	0
NA - Disc 2 - Evolution Disc	NeedsReview	1	1	0
NA - Disc 2 - Font Hack Patch by GreenGoblin	HackOrPatchCredit	1	1	0
NA - Disc 2 - Perfect Works Build, Rev 0.10.1 With All Patches, 1.5x EXP, Story Mode, and Script Changes	NeedsReview	1	1	0
NA - Disc 2 - Retranslation Patch by VoidWaveCEO, Rev 1.1 With Undub Patch and Bugfixes by Swosho, Rev 1.1	TranslationCredit	1	1	0
NA - Disc 2 - Shockwave - Operation Jumpgate	NeedsReview	1	1	0
NA - Disc 2 - True Analogs Patch by VanLaser, Rev 1.52	HackOrPatchCredit	1	1	0
NA - Disc 2 - True Analogs Patch by VanLaser, Rev 1.52 With Undub Patch by Swosho, Rev 1.1b	HackOrPatchCredit	1	1	0
NA - Disc 2 - Turbo Mode Disc	NeedsReview	1	1	0
NA - Disc 2 - Undub Patch	HackOrPatchCredit	1	1	0
NA - Disc 2 - Undub Patch by Etsuna, Rev 2	HackOrPatchCredit	1	1	0
NA - Disc 2 - Undub Patch by Mugi	HackOrPatchCredit	1	1	0
NA - Disc 2 - Undub Patch by NKS	HackOrPatchCredit	1	1	0
NA - Disc 2 - Undub Patch by RyleFury, Rev 1.01	HackOrPatchCredit	1	1	0
NA - Disc 3 - Retranslation Patch by VoidWaveCEO, Rev 1.1 With Undub Patch and Bugfixes by Swosho, Rev 1.1	TranslationCredit	1	1	0
NA - Disc 3 - Un-Working Designs Patch by Supper	HackOrPatchCredit	1	1	0
NA - Disc 4 - Retranslation Patch by VoidWaveCEO, Rev 1.1 With Undub Patch and Bugfixes by Swosho, Rev 1.1	TranslationCredit	1	1	0
NA - Disc 5	Disc+Region	1	1	0
NA - Disc A	Disc+Region	1	1	0
NA - Disc B	Disc+Region	1	1	0
NA - Easier Difficulty With Magic Fix Patch by Shatai	HackOrPatchCredit	1	1	0
NA - Epic Turismo Patch by Epic, Inc., Rev 1.4	HackOrPatchCredit	1	1	0
NA - Eyedol Unlocked Patch by NinjAkira - Deluxe Version	HackOrPatchCredit	1	1	0
NA - F-Zero Final Patch by Grego, Rev 0.2	HackOrPatchCredit	1	1	0
NA - FastROM Hack by Bankbank	HackOrPatchCredit	1	1	0
NA - FastROM Hack by Kandowontu, Rev 1.01	HackOrPatchCredit	1	1	0
NA - FastROM Hack by Kandowontu, Rev 2.1	HackOrPatchCredit	1	1	0
NA - FastROM Hack by Kandowontu, Rev 4	HackOrPatchCredit	1	1	0
NA - FastROM Hack by Master Linkuei	HackOrPatchCredit	1	1	0
NA - FastROM Hack by Patrick Mollohan, Rev 1.1	HackOrPatchCredit	1	1	0
NA - FastROM Hack by Vitor Vilela	HackOrPatchCredit	1	1	0
NA - FastROM Hack by Vitor Vilela, Rev 1.4	HackOrPatchCredit	1	1	0
NA - FastROM and SuperFX2 Hack by Catador, Kandowontu, and LivelyZephyrs, Rev 1.2	HackOrPatchCredit	1	1	0
NA - Fix Patch by Authorfafling, Rev 0.3	HackOrPatchCredit	1	1	0
NA - Graphical Overhaul by Gagarin, Rev 1.1 - Lennus Revival Version	NeedsReview	1	1	0
NA - Improvement Project Patch by Dark Hunter, Rev 0.1.1 With Addendum by Acediez, Rev 2.1.4	HackOrPatchCredit	1	1	0
NA - Inspired Patch by Inspired Wrestling, Rev 1.3	HackOrPatchCredit	1	1	0
NA - Level 6-1 Bugfix by Sluffy, Rev 20181102	NeedsReview	1	1	0
NA - Light Gun Support Patch by Raziel I.C.H.I. Znot	HackOrPatchCredit	1	1	0
NA - Master Edition Patch by Team GEC, Rev B4	HackOrPatchCredit	1	1	0
NA - Minor Improvements Patch by SCD	HackOrPatchCredit	1	1	0
NA - Mouse Support Patch by Rainwarrior	HackOrPatchCredit	1	1	0
NA - Movement Mod Patch by i_hate_drm With FastROM Hack by Kandowontu, Rev 1.01	HackOrPatchCredit	1	1	0
NA - Multi-Hack Patch by Maeson, Rev 1.09a	HackOrPatchCredit	1	1	0
NA - Music Restoration Patch by Alma Elma	HackOrPatchCredit	1	1	0
NA - NBA Jam '22 Patch by Ponlork, Rev 1.4	HackOrPatchCredit	1	1	0
NA - New Controls Patch by Mr2, Rev 0.4	HackOrPatchCredit	1	1	0
NA - Optimized Patch by MaxwelOlinda, Rev 1.1	HackOrPatchCredit	1	1	0
NA - PSP Improvements Patch by Acediez, Rev 1.1	HackOrPatchCredit	1	1	0
NA - Prime Edition Patch by Wakkoswami, Rev 6.1	HackOrPatchCredit	1	1	0
NA - Project A-Spec Patch by Komputerm Rev 1.2.1	HackOrPatchCredit	1	1	0
NA - QoL Patch, Rev 1.1 With Music Pitch Fix by Paul_met	HackOrPatchCredit	1	1	0
NA - Quality of Life Improvements Patch by Privateye	HackOrPatchCredit	1	1	0
NA - Quality of Life Improvements Patch by Privateye, Rev 1.1	HackOrPatchCredit	1	1	0
NA - Re-Dub Patch by Casey Mongillo, Kira Buckland, Eddie Correa Jr., and Others	HackOrPatchCredit	1	1	0
NA - Red Blood Patch by DarkSamus993	HackOrPatchCredit	1	1	0
NA - Red Blood Patch by Ortew	HackOrPatchCredit	1	1	0
NA - Red Blood Patch by Takashi	HackOrPatchCredit	1	1	0
NA - Reforged Patch by Mziab, FlamePurge, SeiichiroMine, and Kevan33, Rev 1.01	HackOrPatchCredit	1	1	0
NA - Restored Content and Additions by Lucas Dext5r, Rev 2.3 - Deluxe Version	NeedsReview	1	1	0
NA - Restored Progression Patch by CrazyMLC	HackOrPatchCredit	1	1	0
NA - Retranslation and Undub Patch by Eiowlta	TranslationCredit	1	1	0
NA - Retranslation and Undub Patch by FlamePurge	TranslationCredit	1	1	0
NA - SA-1 Patch by Bosn, Rev 1.2	HackOrPatchCredit	1	1	0
NA - SA-1 Patch by MaxwelOlinda With 2 Player Hack by VCG	HackOrPatchCredit	1	1	0
NA - SA-1 Patch by Vitor Vilela, Rev 1.1 Base With SA-1 Origin Patch	HackOrPatchCredit	1	1	0
NA - SA-1 Patch by Vitor Vilela, Rev 1.2	HackOrPatchCredit	1	1	0
NA - SA-1 Patch by Vitor Vilela, Rev 1.2 With Japanese Features Restoration Patch by SCD, Rev Final	HackOrPatchCredit	1	1	0
NA - SA-1 Patch by Vitor Vilela, Rev 1.4	HackOrPatchCredit	1	1	0
NA - SA-1 Patch by Vitor Vilela, Rev 1.7 Base With SA-1 Origin Patch by GuyPerfect	HackOrPatchCredit	1	1	0
NA - SRAM Patch by Yoshifanatic	HackOrPatchCredit	1	1	0
NA - Secret Characters Unlocked Patch by BillyTime! Games	HackOrPatchCredit	1	1	0
NA - Secret Characters Unlocked Patch by Gallaux	HackOrPatchCredit	1	1	0
NA - Secret Characters Unlocked by Snark-4918, Rev 2 - Champion Edition Version	NeedsReview	1	1	0
NA - Sound Canvas Patch by Shadowmask	HackOrPatchCredit	1	1	0
NA - Standalone Disc Patch by MrMario2011, Rev 2	HackOrPatchCredit	1	1	0
NA - Stereo Patch by Sluffy	HackOrPatchCredit	1	1	0
NA - SuperFX Hack by Kandowontu	HackOrPatchCredit	1	1	0
NA - The Last Hope Remastered Patch by Kaiseran, Rev 2.5	HackOrPatchCredit	1	1	0
NA - The Lion War Patch by The Lion War Team, Rev 2.031, With Video Patch	HackOrPatchCredit	1	1	0
NA - The Oath Patch by Kaiseran, Rev 8.2	HackOrPatchCredit	1	1	0
NA - True Analogs Patch by VanLaser, Rev 1.52	HackOrPatchCredit	1	1	0
NA - True Analogs Patch by VanLaser, Rev 1.52 With Undub Patch by Swosho, Rev 1.1b	HackOrPatchCredit	1	1	0
NA - True Director's Cut Patch by Deli295, Rev 0.4 - Original Soundtrack Version	HackOrPatchCredit	1	1	0
NA - Un-Working Designs Patch by Supper	HackOrPatchCredit	1	1	0
NA - Un-Working Designs Patch by Supper, Rev 0	HackOrPatchCredit	1	1	0
NA - Un-Working Designs Patch by Terrorgrafx, Rev 2	HackOrPatchCredit	1	1	0
NA - Uncensored Patch and Bugfixes by Chronosplit, Rev Rebuilt Fe	HackOrPatchCredit	1	1	0
NA - Uncensored Patch by Navarchos, Rev 1.12a With Dengeki Store Fix and Subbed FMV Addition by Swosho, Rev 1.1	HackOrPatchCredit	1	1	0
NA - Uncensored Patch by Ortew, Rev 1.1	HackOrPatchCredit	1	1	0
NA - Uncensored Patch by SCD, Rev Final	HackOrPatchCredit	1	1	0
NA - Uncensored Patch by ShadowOne333, Rev 2.1 With U.S. Font, U.S. Chain Whip SFX, and U.S. Title Screen Patches With FastROM Hack by Vitor Vilela, Rev 1.1	HackOrPatchCredit	1	1	0
NA - Uncensored Undub Patch by Sakitoshi, Rev 1.2	HackOrPatchCredit	1	1	0
NA - Uncensored and Restored Patch by FlamePurge, Rev 3.1 - Always Retry Mode Version	HackOrPatchCredit	1	1	0
NA - Undub Patch by Acediez, Rev 1.4	HackOrPatchCredit	1	1	0
NA - Undub Patch by BloodRaynare	HackOrPatchCredit	1	1	0
NA - Undub Patch by C&P-kyun, Rev 0.9	HackOrPatchCredit	1	1	0
NA - Undub Patch by Guilherme Resende, Rev 1.14 With Retranslation Patch by NectarHime	TranslationCredit	1	1	0
NA - Undub Patch by NKS	HackOrPatchCredit	1	1	0
NA - Undub Patch by Rari-teh, Rev 2	HackOrPatchCredit	1	1	0
NA - Variable Width Font Patch by FuSoYa’s Niche	HackOrPatchCredit	1	1	0
NA, Rev 1 - Arcade Mode	Region+Revision+Platform	1	1	0
NA, Rev 1.1 - True Analogs Patch by VanLaser, Rev 1.52	HackOrPatchCredit	1	1	0
NA, Rev 1.1 - True Analogs Patch by VanLaser, Rev 1.52 With Undub Patch by Swosho, Rev 1.1b	HackOrPatchCredit	1	1	0
NA, Rev 1.1 - Tweaks, Localization, and Custom Art Patch by Acediez, Rev 2.6	HackOrPatchCredit	1	1	0
NA, Rev 125	Region+Revision	1	1	0
NA, Rev 2 - Simulation Mode	NeedsReview	1	1	0
NA, Rev 2.10	Region+Revision	1	1	0
NA, Rev 5R, 6R	NeedsReview	1	1	0
NA, Rev 6	Region+Revision	1	1	0
NC-80	NeedsReview	1	1	0
NCN-21	NeedsReview	1	0	1
NES Classic Edition	NeedsReview	1	1	0
NES Mini Version	NeedsReview	1	1	0
NESDev 2020	NeedsReview	1	1	0
NESDev22 Compo Final	NeedsReview	1	1	0
NESWORLD Edition	NeedsReview	1	1	0
NESWorld	NeedsReview	1	1	0
NESdev Compo 2020-21	NeedsReview	1	1	0
NGen	NeedsReview	1	0	1
NHL 06	NeedsReview	1	0	1
NR8QV1 PCB	NeedsReview	1	1	0
NR8QV2 PCB	NeedsReview	1	1	0
NT Fixed	NeedsReview	1	1	0
NT-328	NeedsReview	1	1	0
NT-6031	NeedsReview	1	1	0
NT-6089	NeedsReview	1	1	0
NT-6098	NeedsReview	1	1	0
NT-616	NeedsReview	1	1	0
NT-672	NeedsReview	1	1	0
NT-851	NeedsReview	1	1	0
NT-865	NeedsReview	1	1	0
NT-881	NeedsReview	1	1	0
NTSC Conversion, Debug Menu, and Retranslation Patch by MikeeB84	TranslationCredit	1	1	0
NTSC Decoder	NeedsReview	1	1	0
NTSC Full	NeedsReview	1	1	0
NTSC Version	NeedsReview	1	0	1
Nanjin	NeedsReview	1	1	0
Nantong	NeedsReview	1	1	0
Nearly Final	NeedsReview	1	1	0
Neo Organic Bioform	NeedsReview	1	0	1
Neunzehn - English Translated by MrRichard999	TranslationCredit	1	1	0
New Generation Software	NeedsReview	1	1	0
New Version	NeedsReview	1	1	0
Nickelodeon Movies	NeedsReview	1	0	1
Nicktoons	NeedsReview	1	0	1
Nine Man's Morris and Clock Patience - EU	NeedsReview	1	1	0
Nintendo Gateway System	NeedsReview	1	0	1
No EXP chip	NeedsReview	1	0	1
No Mercy Plus Patch, Rev 2.1, by Retro Randy Price - NA, Rev 1	HackOrPatchCredit	1	1	0
No Way Back - EU	NeedsReview	1	1	0
Noah, Escape, and Midnight Special - EU	NeedsReview	1	1	0
Non-working	NeedsReview	1	0	1
Norbert Kehrer - 2013	NeedsReview	1	1	0
Not For Sale	NeedsReview	1	0	1
Noughts and Crosses - EU	NeedsReview	1	1	0
Noughts and Crosses 3, Quizzard 2, 4.Square, The Shrink, and Shut the Box - EU	NeedsReview	1	1	0
November 1996 - NA	NeedsReview	1	1	0
November, 1988	NeedsReview	1	1	0
OXO, Pontoon, and Caterpillar - EU	NeedsReview	1	1	0
Object	NeedsReview	1	0	1
October Version	NeedsReview	1	1	0
Old	NeedsReview	1	1	0
Older	NeedsReview	1	1	0
Omake Books Version	NeedsReview	1	1	0
Omake Disk	NeedsReview	1	0	1
One Level Demo Disc	NeedsReview	1	0	1
Ordernum and Bert Ball - EU	NeedsReview	1	1	0
Ore Warz and Dracula - EU	NeedsReview	1	1	0
Original Translation	TranslationCredit	1	0	1
Orochi	NeedsReview	1	1	0
Otameshi-ban	NeedsReview	1	0	1
Otanoshimi Data Disc	NeedsReview	1	0	1
Outdoor	NeedsReview	1	1	0
Oxyron - 2016	NeedsReview	1	1	0
Oxyron - 2022	NeedsReview	1	1	0
Oziphantom - 2017	NeedsReview	1	1	0
P's Club Genteiban	NeedsReview	1	0	1
P-C5	NeedsReview	1	1	0
P-H3	NeedsReview	1	1	0
P1022	NeedsReview	1	1	0
P1X3L-net - 2013	NeedsReview	1	1	0
P4H	NeedsReview	1	0	1
P5H	NeedsReview	1	0	1
PAL Full	NeedsReview	1	1	0
PAL-NTSC	NeedsReview	1	1	0
PAQA, PokeTan, Pocket Jiman	NeedsReview	1	0	1
PC10	NeedsReview	1	0	1
PCB,alt	NeedsReview	1	1	0
PL-0002	NeedsReview	1	1	0
PL-0006	NeedsReview	1	1	0
PN3 B	NeedsReview	1	1	0
PN4 E-1	NeedsReview	1	1	0
PROPER 12K	NeedsReview	1	0	1
Pacnsacdave Reproductions	NeedsReview	1	1	0
Pairs, Mem-Ex, and Lines - EU	NeedsReview	1	1	0
Paltry July Update	NeedsReview	1	1	0
Papposoft - 2007	NeedsReview	1	1	0
Part 3	NeedsReview	1	1	0
Patreon	NeedsReview	1	1	0
Patreon Demo 0320	NeedsReview	1	1	0
Pearl	NeedsReview	1	1	0
Perfect Guide	NeedsReview	1	0	1
Personal Computing Whirled! - EU	NeedsReview	1	1	0
Peru	Region	1	0	1
Pet Evolve	NeedsReview	1	1	0
Pet Family	NeedsReview	1	1	0
Pharaoh	NeedsReview	1	1	0
Phoenix, The Violator of Voodoo, and Aztec Assault - EU	NeedsReview	1	1	0
Photo Album	NeedsReview	1	0	1
PiMania II - PiMan's Progress and Annoyance - EU	NeedsReview	1	1	0
Piepacker	NeedsReview	1	1	0
Pixel Heart	NeedsReview	1	0	1
PlayMag Demo	NeedsReview	1	0	1
PlayStation Taiou	NeedsReview	1	0	1
PlayStation the Best for Family	Platform	1	0	1
Playable Game Preview	NeedsReview	1	0	1
PocketStation Doukon	NeedsReview	1	0	1
Poker for One, Blaster, and Noah - EU	NeedsReview	1	1	0
Pond Software - 2016	NeedsReview	1	1	0
Pond Software - 2018	NeedsReview	1	1	0
Pond Software - 2019	NeedsReview	1	1	0
Pond Software - v1.1 - 2016	NeedsReview	1	1	0
Portrait CD	NeedsReview	1	0	1
Power House	NeedsReview	1	1	0
Premium CD	NeedsReview	1	0	1
Premium Fan Disc	NeedsReview	1	0	1
Presence of Mind '98 Prototype	NeedsReview	1	1	0
Press Start Immediately at Clip 1, Clip 2, and Clip 3 and It Will Eventually Load	NeedsReview	1	1	0
Princess Clara	NeedsReview	1	0	1
Printable Crossword 2 and Spyship - EU	NeedsReview	1	1	0
Printable Crossword and QQQ Logic - EU	NeedsReview	1	1	0
Pro ni Kike!	NeedsReview	1	0	1
Profile Disc	NeedsReview	1	0	1
Proper	NeedsReview	1	1	0
Proto 10	Preview	1	0	1
Proto 11	Preview	1	0	1
Proto 12	Preview	1	0	1
Proto 13	Preview	1	0	1
Proto 6	Preview	1	0	1
Proto 7	Preview	1	0	1
Proto 8	Preview	1	0	1
Proto 9	Preview	1	0	1
Prototype - Bug Fix Patch by Zoinkity	HackOrPatchCredit	1	1	0
Prototype - Cliff Level	NeedsReview	1	1	0
Prototype - Dinomod Enhanced Patch, Rev 05-02-2023, by Ren Fuchsfein	HackOrPatchCredit	1	1	0
Prototype - Downtown, Tuna Factory, FHZ, and AI Test Level	NeedsReview	1	1	0
Prototype - Dragon Layout	NeedsReview	1	1	0
Prototype - English Translated by Zoinkity	TranslationCredit	1	1	0
Prototype - Gremlin Demo Disk	NeedsReview	1	1	0
Prototype - Improvements Patch by lancuster	HackOrPatchCredit	1	1	0
Prototype - Ninja Mucky Level	NeedsReview	1	1	0
Prototype - Plane Level	NeedsReview	1	1	0
Prototype - Prison, Sewer, Observatory, and Nakatomi Tower	NeedsReview	1	1	0
Prototype - Scorpion Layout	NeedsReview	1	1	0
Prototype - Test Level	NeedsReview	1	1	0
Prototype - Warehouse, Hospital, King Pin's Pad, and Police Department	NeedsReview	1	1	0
Prototype 1	Preview	1	1	0
Prototype 2	Preview	1	1	0
Prototype 3	Preview	1	1	0
Prototype, Rev 1.0a	Preview+Revision	1	1	0
Prototype, Rev 1.0f	Preview+Revision	1	1	0
Prototype, Rev 1.2	Preview+Revision	1	1	0
Prototype, Rev 2	Preview+Revision	1	1	0
Prototype, Rev 2000-05-28 Fixed	NeedsReview	1	1	0
Protovision - 2002	NeedsReview	1	1	0
Protovison - 2022	NeedsReview	1	1	0
Psytronik - 2009	NeedsReview	1	1	0
Psytronik - 2010	NeedsReview	1	1	0
Psytronik - 2017	NeedsReview	1	1	0
Puzzy	NeedsReview	1	0	1
Quelle	NeedsReview	1	0	1
Quintet, Line Up, Pixsaw, and Flip-It - EU	NeedsReview	1	1	0
Quix, Quix II, Manic Mazes, Math, and Le Box - EU	NeedsReview	1	1	0
Quizzard, Antimaze, and Trail Racer - EU	NeedsReview	1	1	0
R-Type Plus Patch by Justin Gibbins - NA	HackOrPatchCredit	1	1	0
R2	NeedsReview	1	0	1
RC.1	NeedsReview	1	1	0
RC.3	NeedsReview	1	1	0
RC.4a	NeedsReview	1	1	0
RC58	NeedsReview	1	1	0
RCB	NeedsReview	1	0	1
RCG Translation	TranslationCredit	1	0	1
RGCD - 2011	NeedsReview	1	1	0
RT-01	NeedsReview	1	1	0
RT-04	NeedsReview	1	1	0
RU	Language	1	1	0
Racing	NeedsReview	1	0	1
Radarsoft	NeedsReview	1	1	0
Rain, Gravitoid 2350, Duck Hunt, and Space Junk - EU	NeedsReview	1	1	0
Re-Hashed by Jon Wells	NeedsReview	1	1	0
Recalbox	NeedsReview	1	1	0
Recalled	NeedsReview	1	0	1
Red Disc	NeedsReview	1	0	1
Red Door - EU	NeedsReview	1	1	0
Reduced Lag Patch by Nintendo 64 Wizard - NA	HackOrPatchCredit	1	1	0
Redux Patch, Rev 2, by Maroc - NA	HackOrPatchCredit	1	1	0
Redux Patch, Rev 2.2, by Maroc	HackOrPatchCredit	1	1	0
Reflect, Heavier Than Metal, Reverse, GFX, M Driver, and Fishinvaders - EU	NeedsReview	1	1	0
Relocalized and Uncensored Patch by CoolGuyBrendyn, Rev 1.5 - Perfect Edition Version	HackOrPatchCredit	1	1	0
Remastered	NeedsReview	1	1	0
Rental	NeedsReview	1	0	1
Retream - 2022	NeedsReview	1	1	0
Retro Achievements Version	NeedsReview	1	1	0
Retro Collection	NeedsReview	1	0	1
Retroad	NeedsReview	1	1	0
Retrosouls - 2020	NeedsReview	1	1	0
Rev 1 - English Translated by Gemini, Rev 1a	TranslationCredit	1	1	0
Rev 1 - English Translated by LostOkina, Rev 1.1	TranslationCredit	1	1	0
Rev 1 - English Translated by Stardust Crusaders, Aishsha, Paul_met, and Others, Rev 1.4	TranslationCredit	1	1	0
Rev 1, English Translated by MonstermanMFR	TranslationCredit	1	1	0
Rev 2 - EU	Region+Revision	1	1	0
Rev 4 - EU	Region+Revision	1	1	0
Rev 4321	Revision	1	0	1
Rev 5C21	Revision	1	0	1
Rev D	Revision	1	0	1
Rev E	Revision	1	1	0
Rev F	Revision	1	1	0
Rev H	Revision	1	1	0
Reverse Entry	NeedsReview	1	0	1
Reversi, Clue Crossword, and Tank Chase - EU	NeedsReview	1	1	0
Revised	Revision	1	0	1
Revision	Revision	1	0	1
Ricky's Quiz Show, Underwater Adventure, and Lunar Buggy - EU	NeedsReview	1	1	0
Riff Sampler Test	NeedsReview	1	0	1
Robert A. Tokar	NeedsReview	1	0	1
Robot War IV	NeedsReview	1	1	0
Rocket Shuts the Hell Up Patch, Rev 420.69a, by Logan Derbin - NA	HackOrPatchCredit	1	1	0
Rod & Emu - 2017	NeedsReview	1	1	0
Rod & Emu - 2018	NeedsReview	1	1	0
Rod & Emu - 2019	NeedsReview	1	1	0
Route A	NeedsReview	1	1	0
Route B	NeedsReview	1	1	0
Route C	NeedsReview	1	1	0
Route D	NeedsReview	1	1	0
Route E	NeedsReview	1	1	0
RunStop64 - 2022	NeedsReview	1	1	0
Ryuu Hangan Hen	NeedsReview	1	0	1
S-F6	NeedsReview	1	1	0
S-M6	NeedsReview	1	1	0
S-P1	NeedsReview	1	1	0
S-P6	NeedsReview	1	1	0
SAAS	NeedsReview	1	0	1
SACS	NeedsReview	1	0	1
SADS, SAES	NeedsReview	1	0	1
SAM Fruit and SAMSnake - EU	NeedsReview	1	1	0
SAM Mines, EggBum, Surface Raider, and Hang-SAM! - EU	NeedsReview	1	1	0
SC4-2 A	NeedsReview	1	1	0
SC4-3 X	NeedsReview	1	1	0
SCADS Demo MK II, Space Worm 2, Snail Race, and Hang Man - EU	NeedsReview	1	1	0
SCADS Demo, Spaceball, Bug, Space Worm, and Chemical Test - EU	NeedsReview	1	1	0
SCES-00064	NeedsReview	1	0	1
SCES-00121	NeedsReview	1	0	1
SCUS-94177	NeedsReview	1	0	1
SCUS-94224	NeedsReview	1	0	1
SCUS-94290	NeedsReview	1	0	1
SCUS-94295	NeedsReview	1	0	1
SCUS-94439	NeedsReview	1	0	1
SCUS-94470	NeedsReview	1	0	1
SCUS-94956	NeedsReview	1	0	1
